# compound id (and file prefix), SMILES, iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem), experimental value (kcal/mol), experimental uncertainty (kcal/mol), Mobley group calculated value (GAFF) (kcal/mol), calculated uncertainty (kcal/mol), experimental reference (original or paper this value was taken from), calculated reference, text notes.,dG (TF),std (TF),dG (TF) lrc,lrc,lrc std,lrc diff,nr intst,nr waters,box length,diff,diff GAFF,functional group
mobley_5346580, CC(=O)C(C)(C)C," 3,3-dimethylbutan-2-one",-3.11,0.6,-3.23,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.9,0.13,-3.25,-0.35,0.01,0.14,13,666,28,0.21,0.12,ketone
mobley_5347550, COC(C(Cl)Cl)(F)F," 2,2-dichloro-1,1-difluoro-1-methoxy-ethane",-1.12,0.6,-0.69,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.93,0.13,-4.32,-0.39,0.01,3.2,14,662,28,2.81,0.43,alkyl chloride
mobley_5371840, c1ccc2c(c1)Oc3ccc(cc3O2)Cl, 2-chlorodibenzo-p-dioxin,-3.1,0.1,-4.05,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.98,0.17,-2.69,-0.71,0.01,0.41,21,999,32,1.12,0.95,diaryl ether
mobley_5390332, CCCC(=O)OC, methyl butanoate,-2.83,0.6,-3.55,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.49,0.1,-3.81,-0.32,0.01,0.98,13,667,28,0.66,0.72,carboxylic acid ester
mobley_5445548, CC(C)c1ccccc1, cumene,-0.3,0.6,-0.67,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.54,0.04,0.06,-0.48,0.02,0.36,15,666,28,0.84,0.37,aromatic
mobley_5449201, CCCCC, n-pentane,2.3,0.2,2.67,0.02, 10.1039/P29900000291, 10.1021/acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039/P29900000291 -- 0.2 kcal/mol.  ,2.74,0.07,2.46,-0.28,0.01,0.16,11,669,28,0.44,0.37,alkane
mobley_5456566, c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl," 1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene",-2.98,1,0.76,0.05, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.37,0.14,-2.58,-1.21,0.01,0.4,28,1200,34,1.61,3.74,aryl chloride
mobley_5467162, CC(C)(C)c1ccc(cc1)O, 4-tert-butylphenol,-5.91,0.6,-5.54,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.72,0.06,-4.31,-0.59,0.01,1.6,17,662,28,2.19,0.37,phenol or hydroxyhetarene
mobley_5471704, CC(C)CCOC(=O)C, isopentyl acetate,-2.21,0.6,-3.07,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.2,0.13,-2.63,-0.43,0.01,0.42,15,751,29,0.01,0.86,carboxylic acid ester
mobley_547634, Cc1cc2ccccc2cc1C," 2,3-dimethylnaphthalene",-2.78,0.6,-2.95,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.54,0.01,-2.19,-0.65,0.01,0.59,18,663,28,1.24,0.17,aromatic
mobley_5494918, C(=C(F)F)(C(F)(F)F)F," 1,1,2,3,3,3-hexafluoroprop-1-ene",2.93,0.6,2.31,0.02, 10.1021/cr60306a003, 10.1021/acs.jced.7b00104," Updated correcting an error in the Rizzo/Mobley sets that had arisen from confusing the abbreviation HFP with hexafluoropropan-2-ol versus hexafluoropropene. Reference: Wilhelm, E., Battino, R., Wilcock, R. J., Chem. Rev. 1977, 77, 223-262.  Experimental uncertainty not presently available, so assigned a default value.  ",0.62,0.07,0.33,-0.29,0.01,2.6,15,666,28,2.31,0.62,halogen derivative
mobley_5499659, Cn1ccnc1, 1-methylimidazole,-8.41,0.6,-6.28,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.25,0.05,-8.58,-0.33,0,0.17,12,670,28,0.16,2.13,aromatic
mobley_550662, CC(OC)(OC)OC," 1,1,1-trimethoxyethane",-4.42,0.6,-3.7,0.04, 10.1021/ja00802a021, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.61,0.14,-2.98,-0.37,0.01,1.44,14,665,28,1.81,0.72,orthocarboxylic acid derivative
mobley_5510474, c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2," 1,2,3,4-tetrachlorodibenzo-p-dioxin",-3.81,0.14,-2.77,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.83,0.06,-2.75,-0.92,0.01,1.06,24,993,32,1.98,1.04,diaryl ether
mobley_5518547, Cc1ccc(cc1)N, 4-methylaniline,-5.57,0.6,-5.49,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.84,0.07,-4.29,-0.45,0,1.28,14,667,28,1.73,0.08,primary amine
mobley_5520946, c1ccc(cc1)S, benzenethiol,-2.55,0.6,-1.5,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.49,0.1,-1.94,-0.45,0,0.61,13,668,28,1.06,1.05,thiol (sulfanyl)
mobley_5538249, c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl," 1,3,5-trichloro-2-phenyl-benzene",-2.16,0.1,-1.15,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.33,0.06,-2.13,-0.8,0.02,0.03,21,993,32,0.83,1.01,aryl chloride
mobley_5561855, c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl," 1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",-1.96,0.1,-0.48,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.12,0.08,-2.04,-0.92,0.01,0.08,23,991,32,0.84,1.48,aryl chloride
mobley_5571660, Cc1cccc(c1N)C," 2,6-dimethylaniline",-5.21,0.6,-5.57,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.74,0.12,-7.23,-0.49,0.01,2.02,15,667,28,1.53,0.36,primary amine
mobley_5600967, CN(C)C(=O)c1ccc(cc1)OC," 4-methoxy-N,N-dimethyl-benzamide",-11.01,0.6,-9.62,0.04, 10.1139/v92-210, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-10.13,0.16,-10.86,-0.73,0.01,0.15,19,908,31,0.88,1.39,alkyl aryl ether
mobley_5616693, C[C@@H]1CC[C@H](C(=O)C1)C(C)C," (2S,5R)-2-isopropyl-5-methylcyclohexanone",-2.53,0.25,-3.52,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.86,0.38,-4.43,-0.57,0,1.9,17,665,28,1.33,0.99,ketone
mobley_5627459, CC(C)C=O, 2-methylpropanal,-2.86,0.6,-2.97,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.16,0.09,-2.37,-0.21,0.02,0.49,11,667,28,0.7,0.11,aldehyde
mobley_5665561, Cc1cc(c2ccccc2c1)C," 1,3-dimethylnaphthalene",-2.47,0.6,-3,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.35,0.05,-1.99,-0.64,0.01,0.48,18,749,29,1.12,0.53,aromatic
mobley_5690766, C=CCCC=C," hexa-1,5-diene",1.01,0.6,2.49,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.04,0.13,0.71,-0.33,0.02,0.3,12,669,28,0.03,1.48,alkene
mobley_5692472, CNC, N-methylmethanamine,-4.29,0.6,-2.99,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.06,0.01,-3.18,-0.12,0.01,1.11,9,671,28,1.23,1.3,secondary amine
mobley_5708811, COc1c(ccc(c1C(=O)O)Cl)Cl, dicamba,-9.86,1.93,-8.66,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.39,0.52,-9,-0.61,0.02,0.86,19,837,30,1.47,1.2,alkyl aryl ether
mobley_5732611, Cc1c[nH]cn1, 4-methyl-1H-imidazole,-10.27,0.6,-8.21,0.03, 10.1021/bi00507a030, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-10.8,0.04,-11.11,-0.31,0.01,0.84,12,669,28,0.53,2.06,aromatic
mobley_5747188, Cc1ccccc1[N+](=O)[O-], 1-methyl-2-nitro-benzene,-3.58,0.6,-3.13,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.57,0.09,-5.08,-0.51,0.01,1.5,16,665,28,0.99,0.45,nitro
mobley_5747981, COCC(OC)(OC)OC," 1,1,1,2-tetramethoxyethane",-5.73,0.6,-5.44,0.04, 10.1139/v80-201, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.04,0.37,-4.52,-0.48,0.01,1.21,16,666,28,1.69,0.29,dialkyl ether
mobley_5759258, CCCCCO, pentan-1-ol,-4.57,0.6,-3.05,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.89,0.05,-4.22,-0.33,0.02,0.35,12,669,28,0.68,1.52,primary alcohol
mobley_5760563, COS(=O)(=O)OC, dimethyl sulfate,-5.1,0.6,-8.41,0.03, 10.1139/v78-385, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.45,0.08,-6.8,-0.35,0,1.7,13,668,28,1.35,3.31,sulfuric acid diester
mobley_5816127, COCCO, 2-methoxyethanol,-6.62,0.4,-4.69,0.03, 10.1007/BF00646936 and 10.1136/oem.45.8.561, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Updated 10/22/13 using the mean of experimental data from two sources listed as experimental references.  ",-5.88,0.04,-6.15,-0.27,0.01,0.47,11,669,28,0.74,1.93,primary alcohol
mobley_5852491, CC1CCCC1, methylcyclopentane,1.59,0.6,1.78,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.96,0.08,1.63,-0.33,0.01,0.04,12,668,28,0.37,0.19,alkane
mobley_5857, c1ccc2c(c1)cccn2, quinoline,-5.72,0.6,-4.99,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.4,0.13,-5.88,-0.48,0,0.16,16,666,28,0.32,0.73,aromatic
mobley_5880265, CCCCOCCO, 2-butoxyethanol,-6.25,0.6,-3.85,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.17,0.09,-5.59,-0.42,0.02,0.66,14,845,30,1.08,2.4,primary alcohol
mobley_588781, CCCCCCc1ccccc1, hexylbenzene,-0.04,0.6,-0.1,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.18,0.05,0.53,-0.65,0.01,0.57,18,1002,32,1.22,0.06,aromatic
mobley_5890803, CCCOC(=O)CC, propyl propanoate,-2.44,0.6,-2.45,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.62,0.07,-1.98,-0.36,0.02,0.46,14,751,29,0.82,0.01,carboxylic acid ester
mobley_590519, CCSSCC, ethyldisulfanylethane,-1.64,0.6,-0.98,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.58,0.09,0.11,-0.47,0.01,1.75,12,668,28,2.22,0.66,disulfide
mobley_5917842, Cc1ccc(c(c1)OC)O, 4-methyl-2-methoxyphenol,-5.8,0.1,-4.55,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.85,0.19,-4.36,-0.51,0.01,1.44,16,665,28,1.95,1.25,phenol or hydroxyhetarene
mobley_5935995, CCC(C)(C)C," 2,2-dimethylbutane",2.51,0.6,2.5,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.68,0.05,2.34,-0.34,0.01,0.17,12,668,28,0.17,0.01,alkane
mobley_5948990, c1ccc(c(c1)N)[N+](=O)[O-], 2-nitroaniline,-7.37,0.6,-7.66,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.31,0.11,-5.83,-0.52,0.02,1.54,16,666,28,2.06,0.29,primary amine
mobley_5952846, C(=C(Cl)Cl)(Cl)Cl," 1,1,2,2-tetrachloroethylene",0.1,0.6,1.33,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.77,0.02,-1.25,-0.48,0.01,1.35,12,662,28,0.87,1.23,halogen derivative
mobley_5973402, CC(C)CCO, 3-methylbutan-1-ol,-4.42,0.6,-3.24,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.75,0.15,-4.08,-0.33,0.01,0.34,12,668,28,0.67,1.18,primary alcohol
mobley_5977084, Cc1cccnc1, 3-methylpyridine,-4.77,0.6,-3.22,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.66,0.05,-3.99,-0.33,0,0.78,13,667,28,1.11,1.55,aromatic
mobley_6006813, CCCC[N+](=O)[O-], 1-nitrobutane,-3.09,0.6,-1.45,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.43,0.13,-5.81,-0.38,0.01,2.72,13,667,28,2.34,1.64,nitro
mobley_6055410, c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O, diflunisal,-9.4,0.2,-6.61,0.06, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.93,0.16,-9.77,-0.84,0.02,0.37,24,906,31,0.47,2.79,phenol or hydroxyhetarene
mobley_6060301, CCCCCCN, hexan-1-amine,-3.95,0.6,-2.77,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.54,0.08,-0.92,-0.38,0.01,3.03,13,668,28,3.41,1.18,primary amine
mobley_6081058, CCCCC/C=C/C=O, oct-2-enal,-3.43,0.6,-2.71,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_6081058 from oct-2-enal to (E)-oct-2-enal (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-4.84,0.17,-5.3,-0.46,0.01,1.87,15,841,30,1.41,0.72,aldehyde
mobley_6082662, c1cc(ccc1N)N(=O)=O, 4-nitroaniline,-9.82,0.1,-9.42,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.54,0.1,-7.06,-0.52,0.01,2.76,16,666,28,3.28,0.4,primary amine
mobley_6091882, C=C, ethylene,1.28,0.6,2.33,0.01, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.19,0.01,1.1,-0.09,0.03,0.18,8,673,28,0.09,1.05,alkene
mobley_6102880, c1ccc(cc1)Oc2ccccc2, diphenyl ether,-2.87,0.69,-2.81,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.2,0.19,-2.83,-0.63,0.01,0.04,19,910,31,0.67,0.06,diaryl ether
mobley_6115639, COP(=O)(OC)OC, trimethyl phosphate,-8.7,0.1,-10.64,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-9.16,0.16,-9.68,-0.52,0.03,0.98,14,666,28,0.46,1.94,phosphoric acid ester
mobley_6175884, Cc1ccc(cc1)C=O, 4-methylbenzaldehyde,-4.27,0.6,-5.01,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.89,0.05,-3.33,-0.44,0.01,0.94,15,667,28,1.38,0.74,aldehyde
mobley_6190089, C(C(Cl)Cl)(Cl)Cl," 1,1,2,2-tetrachloroethane",-2.37,0.1,-0.53,0.03, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.26,0.19,-0.68,-0.42,0,1.69,12,660,28,2.11,1.84,alkyl chloride
mobley_6198745, CC(=O)OCC(COC(=O)C)OC(=O)C," 2,3-diacetoxypropyl acetate",-8.84,0.2,-12.33,0.06, 10.1021/jm070549+, 10.1021/acs.jced.7b00104," Topology and coordinate files re-generated 10/9/13 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from glycerol triacetate to 2,3-diacetoxypropyl acetate for better handling/standardization.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  ",-9.87,0.11,-10.5,-0.63,0.01,1.66,21,837,30,1.03,3.49,carboxylic acid ester
mobley_6201330, CCCOC(=O)c1ccc(cc1)O, propyl paraben,-9.37,0.22,-8.95,0.04, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.74,0.13,-7.4,-0.66,0.01,1.97,19,1001,32,2.63,0.42,phenol or hydroxyhetarene
mobley_6232400, c1cc(cnc1)C=O, pyridine-3-carbaldehyde,-7.1,0.6,-7.42,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.04,0.06,-7.39,-0.35,0.01,0.29,14,667,28,0.06,0.32,aldehyde
mobley_6235784, CC[C@H](C)Cl, 2-chlorobutane,0,0.6,0.93,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_6235784 from 2-chlorobutane to (2S)-2-chlorobutane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,1.7,0.16,1.39,-0.31,0.01,1.39,11,668,28,1.7,0.93,alkyl chloride
mobley_6239320, c1(=O)[nH]c(=O)[nH]c(=O)[nH]1, cyanuric acid,-18.06,0.27,-21.76,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-29.65,0.08,-30.14,-0.49,0.01,12.08,15,665,28,11.59,3.7,oxo(het)arene
mobley_6248915, CCCCCCCCN, octan-1-amine,-3.65,0.6,-2.59,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.21,0.02,-0.68,-0.47,0.02,2.97,15,913,31,3.44,1.06,primary amine
mobley_6250025, CCCCCCI, 1-iodohexane,0.08,0.6,0.04,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.12,0.13,-0.43,-0.55,0.04,0.51,13,666,28,0.04,0.04,alkyl iodide
mobley_6257907, c1cc(cc(c1)Cl)N, 3-chloroaniline,-5.82,0.6,-5.14,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.15,0.05,-4.57,-0.42,0.01,1.25,14,665,28,1.67,0.68,primary amine
mobley_6266306, C1CNC1, azetidine,-5.56,0.6,-3.86,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.88,0.02,-3.1,-0.22,0.01,2.46,10,669,28,2.68,1.7,secondary amine
mobley_627267, CC(C)CBr, 1-bromo-2-methyl-propane,-0.03,0.6,0.76,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.17,0.1,-0.17,-0.34,0.02,0.14,11,667,28,0.2,0.79,alkyl bromide
mobley_628086, C[C@@H](C(F)(F)F)O," 1,1,1-trifluoropropan-2-ol",-4.16,0.6,-3.52,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Renamed mobley_628086 from 1,1,1-trifluoropropan-2-ol to (2S)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-2.53,0.04,-2.78,-0.25,0.01,1.38,13,667,28,1.63,0.64,secondary alcohol
mobley_628951, c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl," 1,3-dichloro-2-(2,6-dichlorophenyl)benzene",-2.28,0.12,-1.23,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.9,0.04,-2.73,-0.83,0.01,0.45,22,829,30,0.38,1.05,aryl chloride
mobley_6303022, CCc1ccncc1, 4-ethylpyridine,-4.73,0.6,-3.19,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.78,0.05,-4.18,-0.4,0.01,0.55,14,666,28,0.95,1.54,aromatic
mobley_6309289, C1CCNCC1, piperidine,-5.11,0.6,-3.87,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.55,0.08,-2.87,-0.32,0.01,2.24,12,668,28,2.56,1.24,secondary amine
mobley_632905, CC(=O)c1ccc(cc1)OC, 1-(4-methoxyphenyl)ethanone,-4.4,0.6,-6.58,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.6,0.04,-7.13,-0.53,0.01,2.73,17,841,30,2.2,2.18,ketone
mobley_6334915, COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC," (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol",-12.74,1.93,-13.42,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trichlorfon to (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol for better handling/standardization.  ",-15.6,0.25,-16.43,-0.83,0,3.69,18,657,28,2.86,0.68,halogen derivative
mobley_6338073, CCNc1nc(nc(n1)SC)NC(C)(C)C, terbutryn,-6.68,0.42,-9.27,0.04, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from terbutryn to 2-N-tert-butyl-4-N-ethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine for better handling/standardization.  ",-2.44,0.11,-3.33,-0.89,0.01,3.35,22,906,31,4.24,2.59,thioether
mobley_6353617, CC(=O)c1cccnc1, 1-(3-pyridyl)ethanone,-8.26,0.6,-7.84,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.93,0.15,-8.37,-0.44,0,0.11,15,666,28,0.33,0.42,ketone
mobley_6358463, c1ccc(c(c1)C(F)(F)F)C(F)(F)F," 1,2-bis(trifluoromethyl)benzene",1.07,0.6,-1.44,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.28,0.11,-1.77,-0.49,0.01,2.84,20,658,28,2.35,2.51,halogen derivative
mobley_6359156, c1ccc(cc1)c2cc(ccc2Cl)Cl," 1,4-dichloro-2-phenyl-benzene",-2.46,0.1,-1.9,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.79,0.1,-2.52,-0.73,0,0.06,20,840,30,0.67,0.56,aryl chloride
mobley_63712, CN1CCCCC1, 1-methylpiperidine,-3.88,0.6,-3.47,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.56,0.06,-2.93,-0.37,0.02,0.95,13,668,28,1.32,0.41,tertiary amine
mobley_637522, c1ccc2cc3ccccc3cc2c1, anthracene,-3.95,0.6,-5.19,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.92,0.06,-3.64,-0.72,0.02,0.31,20,841,30,1.03,1.24,aromatic
mobley_6416775, CCCC1CCCC1, propylcyclopentane,2.13,0.6,2.1,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.29,0.11,1.83,-0.46,0.01,0.3,14,665,28,0.16,0.03,alkane
mobley_6430250, CCCc1ccccc1, propylbenzene,-0.53,0.6,-0.51,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.54,0.05,0.07,-0.47,0.01,0.6,15,666,28,1.07,0.02,aromatic
mobley_6456034, CC(C)COC(=O)C(C)C, isobutyl 2-methylpropanoate,-1.69,0.6,-2.58,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.68,0.14,-1.15,-0.47,0.02,0.54,16,749,29,1.01,0.89,carboxylic acid ester
mobley_646007, C1CCNC1, pyrrolidine,-5.48,0.6,-4.28,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.97,0.06,-5.27,-0.3,0.01,0.21,11,668,28,0.51,1.2,secondary amine
mobley_6474572, C=CCl, chloroethylene,-0.59,0.6,1.16,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.46,0.08,0.28,-0.18,0.01,0.87,9,670,28,1.05,1.75,halogen derivative
mobley_6497672, C/C=C/C=O, but-2-enal,-4.22,0.6,-3.34,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_6497672 from but-2-enal to (E)-but-2-enal (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,-5.44,0.25,-5.66,-0.22,0.03,1.44,11,669,28,1.22,0.88,aldehyde
